id,product_services,revenue_omu,type,country,company_type,company_size
Allen-Eaton,,,Company Contacts,ZH,,0
Allen-Fisher,,,Company Contacts,ZH,,0
Allen-Fisher,,,Company Contacts,ZH,,0
Allen-Forbes,,,Company Contacts,ZH,,0
Allen-Francis,,4785.4199,Company,ZH,,0
Allen-Guzman,Clothing apparel and accessories,24351.269,Company,ZH,,0
Allen-Guzman,,,Company,ZH,,0
Allen-Hamilton,,,Company Contacts,ZH,,0
Allen-Hernandez,,,Beneficial Owner,ZH,,0
Allen-Johnson,,,Beneficial Owner,ZH,,0
Allen-Johnson,,,Company Contacts,ZH,,0
Allen-Landry,,,Company Contacts,ZH,,0
Allen-Maynard,,,Company Contacts,ZH,,0
Allen-Mcmillan,,,Company Contacts,ZH,,0
Allen-Morgan,,,Company Contacts,ZH,,0
Allen-Mullins,,,Beneficial Owner,ZH,,0
Allen-Osborn,,,Company Contacts,ZH,,0
Allen-Phelps,,,Company Contacts,ZH,,0
Allen-Potter,,,Beneficial Owner,ZH,,0
Allen-Robles,Machine tools accessories and precision surface inspection and tooling equipment,6209.9455,Company,ZH,,0
Allen-Rodriguez,,,Beneficial Owner,ZH,,0
Allen-Smith,,,Company Contacts,ZH,,0
Allen-Smith,,,Company Contacts,ZH,,0
Allen-Steele,,,Company Contacts,ZH,,0
Allen-Stein,,,Beneficial Owner,ZH,,0
Allen-Sutton,,,Company Contacts,ZH,,0
Allen-Tran,,,Beneficial Owner,ZH,,0
Allen-Vincent,,,Beneficial Owner,ZH,,0
Allen-Weaver,,,Beneficial Owner,ZH,,0
Allen-Woods,,,Beneficial Owner,ZH,,0
Allison Inc,,8506.6728,Company,ZH,Inc,0
"Allison, Berry and Callahan",,,Beneficial Owner,ZH,,0
"Allison, Holt and Robinson",,,Beneficial Owner,ZH,,0
"Allison, Miller and Brown",,,Company Contacts,ZH,,0
"Allison, Mooney and Reed",,4746.6728,Company,ZH,,0
"Allison, Russell and Solomon",,,Beneficial Owner,ZH,,0
Allison-Jones,,,Company Contacts,ZH,,0
Allison-Rivera,,,Beneficial Owner,ZH,,0
Allison-Rodriguez,,,Beneficial Owner,ZH,,0
Allison-Stark,,,Beneficial Owner,ZH,,0
Allison-Williams,,,Company Contacts,ZH,,0
Alvarado PLC,,,Company Contacts,ZH,PLC,1
"Alvarado, Campbell and Caldwell",,,Company Contacts,ZH,,0
"Alvarado, Hawkins and Moore",,,Company,ZH,,0
"Alvarado, Jensen and Brown","Acid resistant cements and coatings, as well as waterproofing, floor coating, tank linings and external coatings; Decorative floor finishes, car park deck coatings, self levelling floor finishes, heavy duty flooring, cement-based mortars, skim coats, floor hardeners and potable water tank coatings",9513.8703,Company,ZH,,0
"Alvarado, Nelson and Shepherd",,,Company Contacts,ZH,,0
Alvarado-Cohen,,,Company Contacts,ZH,,0
Alvarado-Cortez,,,Beneficial Owner,ZH,,0
Alvarado-Cruz,,,Beneficial Owner,ZH,,0
Alvarado-Johnson,,,Beneficial Owner,ZH,,0
Alvarado-Lee,,,Company Contacts,ZH,,0
Alvarado-Moore,,,Beneficial Owner,ZH,,0
Alvarado-Oliver,"Paint, coating, and adhesive products",,Company,ZH,,0
Alvarado-Sanchez,"Anti-foam compounds and emulsions, silicone emulsions and greases, silicone fluids, and other miscellaneous products",32683.4016,Company,ZH,,0
Alvarado-Willis,,,Company Contacts,ZH,,0
Alvarez Group,,,Beneficial Owner,ZH,Group,1
Alvarez Group,,,Beneficial Owner,ZH,Group,1
Alvarez Inc,,,Beneficial Owner,ZH,Inc,0
Alvarez LLC,,,Beneficial Owner,ZH,Limited,2
Alvarez LLC,,,Beneficial Owner,ZH,Limited,2
Alvarez Ltd,,,Beneficial Owner,ZH,Limited,2
Alvarez Ltd,,,Company Contacts,ZH,Limited,2
Alvarez PLC,,,Beneficial Owner,ZH,PLC,2
Alvarez PLC,,,Beneficial Owner,ZH,PLC,2
"Alvarez, Dawson and Nielsen",,,Beneficial Owner,ZH,,0
"Alvarez, Gutierrez and Garcia",,,Company Contacts,ZH,,0
"Alvarez, Harrell and Zimmerman",Food products,125262.609,Company,ZH,,0
"Alvarez, Jones and Taylor",,11766.6728,Company,ZH,,0
"Alvarez, Martinez and Henry",,,Beneficial Owner,ZH,,0
"Alvarez, Olsen and Duncan",,,Beneficial Owner,ZH,,0
"Alvarez, Phillips and Park",,,Beneficial Owner,ZH,,0
"Alvarez, Stout and Taylor",,,Beneficial Owner,ZH,,0
"Alvarez, Vasquez and Medina",,,Beneficial Owner,ZH,,0
"Alvarez, Young and Hogan",,,Beneficial Owner,ZH,,0
Alvarez-Cabrera,"Flat products (coils, strips, sheets), both carbon and pre-painted (PPGI) steel and carbon steel welded tubes",5215309.913,Company,ZH,,0
Alvarez-Conway,,,Company Contacts,ZH,,0
Alvarez-Gonzales,,,Beneficial Owner,ZH,,0
Alvarez-Johnson,,,Beneficial Owner,ZH,,1
Alvarez-Owens,,,Beneficial Owner,ZH,,0
Alvarez-Rogers,"Paint aerosols, touch up's, putties and paint products",,Company,ZH,,0
Alvarez-Stephens,,,Company Contacts,ZH,,0
Alvarez-Vargas,,,Beneficial Owner,ZH,,0
Alvarez-Williams,,,Company Contacts,ZH,,0
Alvarez-Wong,,,Beneficial Owner,ZH,,0
Amerigo - AS Brothers,,,Company,Oceanus,A/S,1
Amerigo Dockyard S.p.A. Distribution,,,Company,Polarinda,S.p.A.,0
Amerigo Incorporated Marine ecology,,5669.9016,Company,Marebak,Inc,3
Amerigo Limited Liability Company,,,Company,Oceanus,Limited,1
Amerigo River S.p.A. Express,"Business support services (Organizational change management assistance, development of coaching skills, technology implementation, strategy development, and operational improvement services)",4737.3142,Company,Oceanus,S.p.A.,4
Amur  Estuary Pic Cargo,"Air compressor, hand tools, hardware, hydraulics, pressure washers, trailer parts and welding",118666.6728,Company,Coralmarica,PLC,1
Amur  GmbH & Co. KG,Gelatines and other foodstuff ingredients,43756.7777,Company,Nalakond,Ges.m.b.H,6
Amur  GmbH & Co. KG Distribution,,13536.6728,Company,Oceanus,Ges.m.b.H,1
Amur  Holdings Coral Reef,Food and general merchandise,,Company,Oceanus,,0
Amur  Ltd. Liability Co,,4666.6728,Company,Brindisola,Limited,3
Ancla Azul SRL Coral,Plastic products,43366.6728,Company,Oceanus,SRL,1
Ancla Azul ОАО Holdings,"Piece goods, fabrics, knitting yarns, thread and other notions, and accessories; Services (Preparation of fibers, weaving of fabric, knitting of fabric, and fiber and fabric finishing, finishing and fabricating fabric products, and basic alterations, such as hemming, taking in or letting out of fabrics, lengthening or shortening services)",17408.5485,Company,Marebak,ОАО,4
Ancla Azul ОАО Holdings,"Marketing frozen and refrigerated food products, as well as in logistics services",638666.6728,Company,Oceanus,ОАО,4
Ancla de Oro & AS Carriers,Meat and meat products,,Company,Gavanovia,A/S,1
Ancla de Oro AB,Wiring systems for the automotive industry,,Company,Sol y Oceana,AB,1
Ancla de Oro AG Freight,,4746.6728,Company,Oceanus,AG,0
Ancla de Oro Anchor,,8647.507,Company,Marebak,,3
Ancla de Oro Co,,4736.6728,Company,Oceanus,Co,1
Ancla de Oro Kga Flounder,,10106.6728,Company,Oceanus,Kga,1
Ancla de Oro LLC,,7096.6728,Company,Oceanus,Limited,0
Ancla de Oro Pelican,"Whole cooked crawfish, alaska pollock, king crab legs and claws, IQF tilapia fillets, IVP pacific salmon fillet portions, snow crab clusters, dungeness crab clusters, IVP sockeye salmon fillets, pollock blocks, bulk red king crab, shatterpacked pacific cod fillets, and head and gutted pacific salmon",5066.6728,Company,Oceanus,,1
Ancla de Oro Rybachit N.V. & Son's,,5168.8373,Company,Zawalinda,N.V.,1
Ancla de Oro Transit,,20755.2602,Company,Brindisola,,5
Ancla del Este A/S,,,Company,Faraluna,A/S,1
Ancla del Este AG,"Bioactive peptide, such as fish collagen peptide, ovalbumin peptide and soybean peptide",21491.5663,Company,Marebak,AG,3
Ancla del Este AS,,7689.0847,Company,Puerto Sol,A/S,5
Ancla del Este Co Saltwater,,4736.6728,Company,Oceanus,Co,0
Ancla del Este Company Industrial,,5126.6728,Company,Oceanus,Co,1
Ancla del Este Company Marine conservation,,5036.6728,Company,Oceanus,Co,1
Ancla del Este Incorporated Solutions,,8634.6416,Company,Marebak,Inc,6
Ancla del Este LC,Gelatin supplements and collagen products,41166.6728,Company,Oceanus,Limited,2
Ancla del Este LC,,9476.6728,Company,Oceanus,Limited,2
Ancla del Este LLC,Fish and seafoods products,66850.599,Company,Nalakond,Limited,3
Ancla del Este LLC,Yarns,26566.6728,Company,Oceanus,Limited,3
Ancla del Este Ltd. Liability Co,,7164.9234,Company,Kondanovia,Limited,4
Ancla del Este Merchants,,10396.6728,Company,Oceanus,,1
Ancla del Este NV,,5276.6728,Company,Oceanus,N.V.,0
Ancla del Este OJSC,,16366.6728,Company,Oceanus,OJSC,3
Ancla del Este Sagl,"Bottom fishes, shellfish, salmon fish, halibuts, farmed fishes, and exotics, as well as oysters, Pollock, shrimp, catfish, clams, cod, crab, flounder, sole, tilapia, tuna, whiting fish, and rockfish",16166.6728,Company,Oceanus,Sagl,0
Ancla del Este Sp Fish,Operation of fishing vessels and the distribution of seafood,130211.6728,Company,Uzifrica,Sp,15
Ancla del Este Starfish,"Providing high end elevated basic fabrications for adults, youth , Juvy and toddler with top of the line dyeing and finishing technology as well as deliver cotton and cotton-blended garments with the best possible color, hand and shrinkage control on tubular and side seamed fabric",23066.6728,Company,Oceanus,,1
Ancla del Este Tsunami,,11010.891,Company,Nalakond,,5
Ancla del Este ОАО,Seafood and seafood products,130822.6779,Company,Thessalandia,ОАО,9
Ancla del Mar and,,,Company,Oceanus,,0
Ancla del Mar Company,,16466.6728,Company,Oceanus,Co,0
Ancla del Mar Corp,,,Company,Isliandor,Co,3
Ancla del Mar Express,"Specialises in manufacturing a wide range of auto machine design, hot melt applicator and lamination equipment, cosmetic filling machine, fine ceramic components and ultrasonic beauty appliances",,Company,Isliandor,,5
Ancla del Mar LC,,8853.5085,Company,Marebak,Limited,3
Ancla del Mar Pic Worldwide,Fish and seafoods products,4666.6728,Company,Thessalandia,PLC,4
Ancla Marina Limited Liability Company,Leather shoes and other leather products,112195.4845,Company,Riodelsol,Limited,2
Ancla Marina Ltd. Liability Co Harbor,Specializes in providing trucking and courier services,506612.5008,Company,Rio Isla,Limited,1
Ancla Marina N.V. Brothers,Food and non-food products,50966.6728,Company,Oceanus,N.V.,0
Andaman  GmbH & Co. KG Export,,9042.3879,Company,Marebak,Ges.m.b.H,1
Andaman  Jetty S.A. de C.V. Marine ecology,"Focuses on false eyelashes; Various strip false eyelashes, eyelash extensions and accessories",8741.7159,Company,Marebak,S.A. de C.V.,3
Andaman  Roe BV Import,,15866.6728,Company,Oceanus,BV,1
Andersen and Sons,,,Beneficial Owner,ZH,Sons,2
Andersen Group,,,Company Contacts,ZH,Group,0
Andersen Ltd,,,Beneficial Owner,ZH,Limited,0
"Andersen, Phillips and Pena",,,Company Contacts,ZH,,0
Andersen-Clark,,,Company Contacts,ZH,,0
Andersen-Nicholson,,,Beneficial Owner,ZH,,0
Andersen-Reynolds,,,Company Contacts,ZH,,0
Andersen-Thompson,,,Beneficial Owner,ZH,,0
Anderson and Sons,,,Beneficial Owner,ZH,Sons,4
Anderson and Sons,,,Beneficial Owner,ZH,Sons,4
Anderson and Sons,,,Beneficial Owner,ZH,Sons,4
Anderson and Sons,,,Beneficial Owner,ZH,Sons,4
Anderson and Sons,,,Beneficial Owner,ZH,Sons,4
Anderson and Sons,,,Company Contacts,ZH,Sons,4
Anderson Group,Food and non-food products,1652887.871,Company,ZH,Group,5
Anderson Group,"Electric arc furnaces ( EAF), ladle refining furnaces (LF), continuous casting machines (CCM), rolling mills and melt shop auxiliary systems",9347.4958,Company,ZH,Group,5
Anderson Group,,,Beneficial Owner,ZH,Group,5
Anderson Group,,,Beneficial Owner,ZH,Group,5
Anderson Group,,,Beneficial Owner,ZH,Group,5
Anderson Group,,,Beneficial Owner,ZH,Group,5
Anderson Group,,,Beneficial Owner,ZH,Group,5
Anderson Group,,,Beneficial Owner,ZH,Group,5
Anderson Group,,,Company Contacts,ZH,Group,5
Anderson Group,,,Company Contacts,ZH,Group,5
Anderson Group,,,Company Contacts,ZH,Group,5
Anderson Group,,,Company Contacts,ZH,Group,5
Anderson Group,,,Company Contacts,ZH,Group,5
Anderson Group,,,Company Contacts,ZH,Group,5
Anderson Inc,,,Beneficial Owner,ZH,Inc,5
Anderson Inc,,,Beneficial Owner,ZH,Inc,5
Anderson Inc,,,Beneficial Owner,ZH,Inc,5
Anderson Inc,,,Beneficial Owner,ZH,Inc,5
Anderson Inc,,,Beneficial Owner,ZH,Inc,5
Anderson Inc,,,Beneficial Owner,ZH,Inc,5
Anderson Inc,,,Beneficial Owner,ZH,Inc,5
Anderson Inc,,,Beneficial Owner,ZH,Inc,5
Anderson Inc,,,Company Contacts,ZH,Inc,5
Anderson Inc,,,Company Contacts,ZH,Inc,5
Anderson LLC,,,Beneficial Owner,ZH,Limited,0
Anderson LLC,,,Beneficial Owner,ZH,Limited,0
Anderson LLC,,,Beneficial Owner,ZH,Limited,0
Anderson LLC,,,Beneficial Owner,ZH,Limited,0
Anderson LLC,,,Beneficial Owner,ZH,Limited,0
Anderson LLC,,,Company Contacts,ZH,Limited,0
Anderson LLC,,,Company Contacts,ZH,Limited,0
Anderson LLC,,,Company Contacts,ZH,Limited,0
Anderson Ltd,Maritime transport business,26651.5774,Company,ZH,Limited,3
Anderson Ltd,"Products, services, and system solutions in the areas gas measuring technology, personal protection, diving, and system technologies",,Company,ZH,Limited,3
Anderson Ltd,,,Beneficial Owner,ZH,Limited,3
Anderson Ltd,,,Beneficial Owner,ZH,Limited,3
Anderson Ltd,,,Beneficial Owner,ZH,Limited,3
Anderson Ltd,,,Beneficial Owner,ZH,Limited,3
Anderson Ltd,,,Company Contacts,ZH,Limited,3
Anderson Ltd,,,Company Contacts,ZH,Limited,3
Anderson Ltd,,,Company Contacts,ZH,Limited,3
Anderson Ltd,,,Company Contacts,ZH,Limited,3
Anderson PLC,,,Beneficial Owner,ZH,PLC,2
Anderson PLC,,,Company Contacts,ZH,PLC,2
Anderson PLC,,,Company Contacts,ZH,PLC,2
"Anderson, Adams and Simpson",,,Company Contacts,ZH,,0
"Anderson, Andrews and Phillips",,,Beneficial Owner,ZH,,0
"Anderson, Bartlett and Walsh",,,Beneficial Owner,ZH,,0
"Anderson, Bennett and Gutierrez",,,Beneficial Owner,ZH,,0
"Anderson, Berger and Bradley",,,Company Contacts,ZH,,0
"Anderson, Blackburn and Todd",,,Beneficial Owner,ZH,,0
"Anderson, Brewer and Foster",,,Beneficial Owner,ZH,,0
"Anderson, Burns and May",,,Beneficial Owner,ZH,,0
"Anderson, Camacho and Phillips",,,Company Contacts,ZH,,0
"Anderson, Church and Olson",,,Company,ZH,,0
"Anderson, Cohen and Barnett",,,Beneficial Owner,ZH,,0
"Anderson, Collins and Brown",,,Company Contacts,ZH,,0
"Anderson, Cooper and Gonzalez",,,Beneficial Owner,ZH,,0
"Anderson, Dean and Stone",,,Beneficial Owner,ZH,,0
"Anderson, Delacruz and Ochoa",,,Beneficial Owner,ZH,,0
"Anderson, Elliott and Bates",,,Beneficial Owner,ZH,,0
"Anderson, Fields and Dean",,,Company,ZH,,0
"Anderson, Frost and Haas",,,Company Contacts,ZH,,0
"Anderson, Fry and Lopez",,,Beneficial Owner,ZH,,0
"Anderson, Gross and Becker","Personal, home, and office accessories",18166.6728,Company,ZH,,0
"Anderson, Hamilton and Morgan",,,Beneficial Owner,ZH,,0
"Anderson, Kane and Alvarez",,,Beneficial Owner,ZH,,0
"Anderson, Lewis and Hudson",,,Beneficial Owner,ZH,,0
"Anderson, Lopez and Lucas",,,Beneficial Owner,ZH,,0
"Anderson, Martin and Cox",,,Beneficial Owner,ZH,,0
"Anderson, Mccoy and Wright",,,Company Contacts,ZH,,0
"Anderson, Mejia and Page",,,Beneficial Owner,ZH,,0
"Anderson, Montgomery and Lopez",,,Beneficial Owner,ZH,,0
"Anderson, Myers and Carroll",,,Beneficial Owner,ZH,,0
"Anderson, Newman and Terrell",,,Beneficial Owner,ZH,,0
"Anderson, Norris and Hebert",,,Beneficial Owner,ZH,,0
"Anderson, Ortiz and Gutierrez",,,Company Contacts,ZH,,0
"Anderson, Parsons and Cooper",,,Company Contacts,ZH,,0
"Anderson, Pena and Tanner",,,Beneficial Owner,ZH,,0
"Anderson, Phillips and Price",,,Company Contacts,ZH,,0
"Anderson, Ray and Barnett",,,Beneficial Owner,ZH,,0
"Anderson, Reed and Woods",,,Beneficial Owner,ZH,,0
"Anderson, Richardson and Haynes",,,Company Contacts,ZH,,0
"Anderson, Rivera and Beck",,5638.8905,Company,ZH,,0
"Anderson, Rose and Nguyen",,,Company Contacts,ZH,,0
"Anderson, Ross and Parks",,,Beneficial Owner,ZH,,0
"Anderson, Russell and Allen",Food ingredients,102724.9549,Company,ZH,,0
"Anderson, Sanchez and Martinez",,,Company Contacts,ZH,,0
"Anderson, Smith and Jones",,,Beneficial Owner,ZH,,0
"Anderson, Smith and Kelly",,,Beneficial Owner,ZH,,0
"Anderson, Smith and Smith",,,Beneficial Owner,ZH,,0
"Anderson, Spencer and White",,,Beneficial Owner,ZH,,0
"Anderson, Stephens and Robertson",,,Company Contacts,ZH,,0
"Anderson, Tucker and Williams",Valve,20931.2315,Company,ZH,,0
"Anderson, Valdez and Contreras",,,Beneficial Owner,ZH,,0
"Anderson, Villanueva and Mathews",,,Beneficial Owner,ZH,,0
"Anderson, Webster and Moore",,,Company Contacts,ZH,,0
"Anderson, Williams and Johnson",,,Company,ZH,,0
"Anderson, Williams and Ward",,,Beneficial Owner,ZH,,0
"Anderson, Willis and Rodriguez",,,Company Contacts,ZH,,0
"Anderson, Wilson and Taylor",,,Beneficial Owner,ZH,,0
Anderson-Anderson,,,Beneficial Owner,ZH,,0
Anderson-Barrera,,,Beneficial Owner,ZH,,0
Anderson-Campbell,,,Beneficial Owner,ZH,,0
Anderson-Carey,,,Beneficial Owner,ZH,,0
Anderson-Clark,,,Beneficial Owner,ZH,,0
Anderson-Cook,,,Beneficial Owner,ZH,,0
Anderson-Cox,,,Company Contacts,ZH,,0
Anderson-Cruz,,4796.6728,Company,ZH,,0
Anderson-Dawson,,,Beneficial Owner,ZH,,0
Anderson-Dickerson,,,Company Contacts,ZH,,0
Anderson-Evans,,,Beneficial Owner,ZH,,0
Anderson-Farmer,,,Company Contacts,ZH,,0
Anderson-Fuentes,,,Beneficial Owner,ZH,,0
Anderson-Garza,,,Beneficial Owner,ZH,,0
Anderson-George,,,Beneficial Owner,ZH,,0
Anderson-Gonzalez,,,Beneficial Owner,ZH,,0
Anderson-Green,,,Company Contacts,ZH,,0
Anderson-Griffin,,,Beneficial Owner,ZH,,0
Anderson-Henderson,,,Beneficial Owner,ZH,,0
Anderson-Holmes,,8368.0489,Company,ZH,,0
Anderson-Jackson,,,Company Contacts,ZH,,0
Anderson-Jones,,,Company Contacts,ZH,,0
Anderson-Le,,,Beneficial Owner,ZH,,0
Anderson-Lester,,,Company,ZH,,0
Anderson-Marsh,"Industrial chemicals such as adhesives, sealants, and surface treatments",33526.7005,Company,ZH,,0
Anderson-Nash,Casting of iron,,Company,ZH,,0
Anderson-Neal,,,Beneficial Owner,ZH,,0
Anderson-Ochoa,,,Beneficial Owner,ZH,,0
Anderson-Oliver,,,Company Contacts,ZH,,0
Anderson-Olson,Fish and fish products,35182.6742,Company,ZH,,0
Anderson-Oneill,,,Company Contacts,ZH,,0
Anderson-Orozco,,,Company Contacts,ZH,,0
Anderson-Page,,,Beneficial Owner,ZH,,0
Anderson-Ray,,,Beneficial Owner,ZH,,0
Anderson-Russo,,,Company,ZH,,0
Anderson-Sanchez,,,Beneficial Owner,ZH,,0
Anderson-Saunders,,,Beneficial Owner,ZH,,0
Anderson-Shepherd,,,Beneficial Owner,ZH,,0
Anderson-Simmons,,,Beneficial Owner,ZH,,0
Anderson-Smith,,,Beneficial Owner,ZH,,0
Anderson-Smith,,,Company Contacts,ZH,,0
Anderson-Thornton,,,Company Contacts,ZH,,0
Anderson-Villa,,,Beneficial Owner,ZH,,0
Anderson-Walls,,,Company Contacts,ZH,,0
Anderson-Ward,,,Beneficial Owner,ZH,,0
Anderson-West,,,Beneficial Owner,ZH,,0
Anderson-Williams,,,Company,ZH,,0
Anderson-Williams,,,Company Contacts,ZH,,0
Anderson-Wilson,,,Beneficial Owner,ZH,,0
Andhra Pradesh   BV Coral,,28466.6728,Company,Oceanus,BV,0
Andhra Pradesh   BV Marine life,E-commerce based wholesaler,6206.6728,Company,Oceanus,BV,1
Andhra Pradesh   CJSC Merchants,Automatic cutting systems,16680.4542,Company,Puerto Sol,CJSC,4
Andhra Pradesh   Corporation Holdings,"Diving monofilament, inshore hooks, inshore monofilament, fishing line, terminal tackle, trolling lure heads, trolling skirts, fishing accessories, and fish bags",23966.6728,Company,Oceanus,Co,1
Andhra Pradesh   Incorporated International,,12006.6728,Company,Oceanus,Inc,1
Andhra Pradesh   LC Cargo,Freight transportation arrangement,164666.6728,Company,Oceanus,Limited,1
Andhra Pradesh   Limited Liability Company,Grocery products,787121.4248,Company,Rio Isla,Limited,5
Andhra Pradesh   Limited Liability Company Industrial,,11026.6728,Company,Oceanus,Limited,1
Andhra Pradesh   Ltd. Corporation,,,Company,Utoporiana,Co,3
Andhra Pradesh  - Ltd. Corporation International,,50566.6728,Company,Oceanus,Co,1
Andhra Pradesh   Oyj Investment,,5636.6728,Company,Oceanus,Oyj,1
Andhra Pradesh   Pic Dredge,,,Company,Oceanus,PLC,1
Andhra Pradesh   Plc Cargo,,,Company,Sol y Oceana,PLC,1
Andhra Pradesh   S.A. de C.V.,"Specialises in manufacturing highlighters, permanent markers and ballpoint pens; Offers CD marker, roller ball pen, liquid highlighter, ball pen, paint marker and liquid highlighter; Offers computer supplies, hardware, paper products, writing and graphic supplies, storage supplies, postage and packing products, accessories, presentation and communication products, and facility products",25289.4664,Company,Marebak,S.A. de C.V.,5
Andhra Pradesh   S.A. de C.V.,,,Company,Marebak,S.A. de C.V.,5
Andhra Pradesh   Sea spray,,,Company,Kethilim,,0
Andhra Pradesh   Sextant Oyj Forwading,Marine fishing,409918.6728,Company,Puerto del Mar,Oyj,10
Andhra Pradesh   Tidal flat Pic Express,Pharmaceutical chemicals,46966.6728,Company,Oceanus,PLC,1
