id,product_services,revenue_omu,type,country,company_type
"Allison, Berry and Callahan",,,Beneficial Owner,ZH,
"Allison, Holt and Robinson",,,Beneficial Owner,ZH,
"Allison, Miller and Brown",,,Company Contacts,ZH,
"Allison, Mooney and Reed",,4746.6728,Company,ZH,
"Allison, Russell and Solomon",,,Beneficial Owner,ZH,
Allison-Jones,,,Company Contacts,ZH,
Allison-Rivera,,,Beneficial Owner,ZH,
Allison-Rodriguez,,,Beneficial Owner,ZH,
Allison-Stark,,,Beneficial Owner,ZH,
Allison-Williams,,,Company Contacts,ZH,
Alvarado PLC,,,Company Contacts,ZH,PLC
"Alvarado, Campbell and Caldwell",,,Company Contacts,ZH,
"Alvarado, Hawkins and Moore",,,Company,ZH,
"Alvarado, Jensen and Brown","Acid resistant cements and coatings, as well as waterproofing, floor coating, tank linings and external coatings; Decorative floor finishes, car park deck coatings, self levelling floor finishes, heavy duty flooring, cement-based mortars, skim coats, floor hardeners and potable water tank coatings",9513.8703,Company,ZH,
"Alvarado, Nelson and Shepherd",,,Company Contacts,ZH,
Alvarado-Cohen,,,Company Contacts,ZH,
Alvarado-Cortez,,,Beneficial Owner,ZH,
Alvarado-Cruz,,,Beneficial Owner,ZH,
Alvarado-Johnson,,,Beneficial Owner,ZH,
Alvarado-Lee,,,Company Contacts,ZH,
Alvarado-Moore,,,Beneficial Owner,ZH,
Alvarado-Oliver,"Paint, coating, and adhesive products",,Company,ZH,
Alvarado-Sanchez,"Anti-foam compounds and emulsions, silicone emulsions and greases, silicone fluids, and other miscellaneous products",32683.4016,Company,ZH,
Alvarado-Willis,,,Company Contacts,ZH,
Alvarez Group,,,Beneficial Owner,ZH,Group
Alvarez Group,,,Beneficial Owner,ZH,Group
Alvarez Inc,,,Beneficial Owner,ZH,Inc
Alvarez LLC,,,Beneficial Owner,ZH,Limited
Alvarez LLC,,,Beneficial Owner,ZH,Limited
Alvarez Ltd,,,Beneficial Owner,ZH,Limited
Alvarez Ltd,,,Company Contacts,ZH,Limited
Alvarez PLC,,,Beneficial Owner,ZH,PLC
Alvarez PLC,,,Beneficial Owner,ZH,PLC
"Alvarez, Dawson and Nielsen",,,Beneficial Owner,ZH,
"Alvarez, Gutierrez and Garcia",,,Company Contacts,ZH,
"Alvarez, Harrell and Zimmerman",Food products,125262.609,Company,ZH,
"Alvarez, Jones and Taylor",,11766.6728,Company,ZH,
"Alvarez, Martinez and Henry",,,Beneficial Owner,ZH,
"Alvarez, Olsen and Duncan",,,Beneficial Owner,ZH,
"Alvarez, Phillips and Park",,,Beneficial Owner,ZH,
"Alvarez, Stout and Taylor",,,Beneficial Owner,ZH,
"Alvarez, Vasquez and Medina",,,Beneficial Owner,ZH,
"Alvarez, Young and Hogan",,,Beneficial Owner,ZH,
Alvarez-Cabrera,"Flat products (coils, strips, sheets), both carbon and pre-painted (PPGI) steel and carbon steel welded tubes",5215309.913,Company,ZH,
Alvarez-Conway,,,Company Contacts,ZH,
Alvarez-Gonzales,,,Beneficial Owner,ZH,
Alvarez-Johnson,,,Beneficial Owner,ZH,
Alvarez-Owens,,,Beneficial Owner,ZH,
Alvarez-Rogers,"Paint aerosols, touch up's, putties and paint products",,Company,ZH,
Alvarez-Stephens,,,Company Contacts,ZH,
Alvarez-Vargas,,,Beneficial Owner,ZH,
Alvarez-Williams,,,Company Contacts,ZH,
Alvarez-Wong,,,Beneficial Owner,ZH,
Amerigo - AS Brothers,,,Company,Oceanus,A/S
Amerigo Dockyard S.p.A. Distribution,,,Company,Polarinda,S.p.A.
Amerigo Incorporated Marine ecology,,5669.9016,Company,Marebak,Inc
Amerigo Limited Liability Company,,,Company,Oceanus,Limited
Amerigo River S.p.A. Express,"Business support services (Organizational change management assistance, development of coaching skills, technology implementation, strategy development, and operational improvement services)",4737.3142,Company,Oceanus,S.p.A.
Amur  Estuary Pic Cargo,"Air compressor, hand tools, hardware, hydraulics, pressure washers, trailer parts and welding",118666.6728,Company,Coralmarica,PLC
Amur  GmbH & Co. KG,Gelatines and other foodstuff ingredients,43756.7777,Company,Nalakond,Ges.m.b.H
Amur  GmbH & Co. KG Distribution,,13536.6728,Company,Oceanus,Ges.m.b.H
Amur  Holdings Coral Reef,Food and general merchandise,,Company,Oceanus,
Amur  Ltd. Liability Co,,4666.6728,Company,Brindisola,Limited
Ancla Azul SRL Coral,Plastic products,43366.6728,Company,Oceanus,SRL
Ancla Azul ОАО Holdings,"Piece goods, fabrics, knitting yarns, thread and other notions, and accessories; Services (Preparation of fibers, weaving of fabric, knitting of fabric, and fiber and fabric finishing, finishing and fabricating fabric products, and basic alterations, such as hemming, taking in or letting out of fabrics, lengthening or shortening services)",17408.5485,Company,Marebak,ОАО
Ancla Azul ОАО Holdings,"Marketing frozen and refrigerated food products, as well as in logistics services",638666.6728,Company,Oceanus,ОАО
Ancla de Oro & AS Carriers,Meat and meat products,,Company,Gavanovia,A/S
Ancla de Oro AB,Wiring systems for the automotive industry,,Company,Sol y Oceana,AB
Ancla de Oro AG Freight,,4746.6728,Company,Oceanus,AG
Ancla de Oro Anchor,,8647.507,Company,Marebak,
Ancla de Oro Co,,4736.6728,Company,Oceanus,Co
Ancla de Oro Kga Flounder,,10106.6728,Company,Oceanus,Kga
Ancla de Oro LLC,,7096.6728,Company,Oceanus,Limited
Ancla de Oro Pelican,"Whole cooked crawfish, alaska pollock, king crab legs and claws, IQF tilapia fillets, IVP pacific salmon fillet portions, snow crab clusters, dungeness crab clusters, IVP sockeye salmon fillets, pollock blocks, bulk red king crab, shatterpacked pacific cod fillets, and head and gutted pacific salmon",5066.6728,Company,Oceanus,
Ancla de Oro Rybachit N.V. & Son's,,5168.8373,Company,Zawalinda,N.V.
Ancla de Oro Transit,,20755.2602,Company,Brindisola,
Ancla del Este A/S,,,Company,Faraluna,A/S
Ancla del Este AG,"Bioactive peptide, such as fish collagen peptide, ovalbumin peptide and soybean peptide",21491.5663,Company,Marebak,AG
Ancla del Este AS,,7689.0847,Company,Puerto Sol,A/S
Ancla del Este Co Saltwater,,4736.6728,Company,Oceanus,Co
Ancla del Este Company Industrial,,5126.6728,Company,Oceanus,Co
Ancla del Este Company Marine conservation,,5036.6728,Company,Oceanus,Co
Ancla del Este Incorporated Solutions,,8634.6416,Company,Marebak,Inc
Ancla del Este LC,Gelatin supplements and collagen products,41166.6728,Company,Oceanus,Limited
Ancla del Este LC,,9476.6728,Company,Oceanus,Limited
Ancla del Este LLC,Fish and seafoods products,66850.599,Company,Nalakond,Limited
Ancla del Este LLC,Yarns,26566.6728,Company,Oceanus,Limited
Ancla del Este Ltd. Liability Co,,7164.9234,Company,Kondanovia,Limited
Ancla del Este Merchants,,10396.6728,Company,Oceanus,
Ancla del Este NV,,5276.6728,Company,Oceanus,N.V.
Ancla del Este OJSC,,16366.6728,Company,Oceanus,OJSC
Ancla del Este Sagl,"Bottom fishes, shellfish, salmon fish, halibuts, farmed fishes, and exotics, as well as oysters, Pollock, shrimp, catfish, clams, cod, crab, flounder, sole, tilapia, tuna, whiting fish, and rockfish",16166.6728,Company,Oceanus,Sagl
Ancla del Este Sp Fish,Operation of fishing vessels and the distribution of seafood,130211.6728,Company,Uzifrica,Sp
Ancla del Este Starfish,"Providing high end elevated basic fabrications for adults, youth , Juvy and toddler with top of the line dyeing and finishing technology as well as deliver cotton and cotton-blended garments with the best possible color, hand and shrinkage control on tubular and side seamed fabric",23066.6728,Company,Oceanus,
Ancla del Este Tsunami,,11010.891,Company,Nalakond,
Ancla del Este ОАО,Seafood and seafood products,130822.6779,Company,Thessalandia,ОАО
Ancla del Mar and,,,Company,Oceanus,
Ancla del Mar Company,,16466.6728,Company,Oceanus,Co
Ancla del Mar Corp,,,Company,Isliandor,Co
Ancla del Mar Express,"Specialises in manufacturing a wide range of auto machine design, hot melt applicator and lamination equipment, cosmetic filling machine, fine ceramic components and ultrasonic beauty appliances",,Company,Isliandor,
Ancla del Mar LC,,8853.5085,Company,Marebak,Limited
Ancla del Mar Pic Worldwide,Fish and seafoods products,4666.6728,Company,Thessalandia,PLC
Ancla Marina Limited Liability Company,Leather shoes and other leather products,112195.4845,Company,Riodelsol,Limited
Ancla Marina Ltd. Liability Co Harbor,Specializes in providing trucking and courier services,506612.5008,Company,Rio Isla,Limited
Ancla Marina N.V. Brothers,Food and non-food products,50966.6728,Company,Oceanus,N.V.
Andaman  GmbH & Co. KG Export,,9042.3879,Company,Marebak,Ges.m.b.H
Andaman  Jetty S.A. de C.V. Marine ecology,"Focuses on false eyelashes; Various strip false eyelashes, eyelash extensions and accessories",8741.7159,Company,Marebak,S.A. de C.V.
Andaman  Roe BV Import,,15866.6728,Company,Oceanus,BV
Andersen and Sons,,,Beneficial Owner,ZH,Sons
Andersen Group,,,Company Contacts,ZH,Group
Andersen Ltd,,,Beneficial Owner,ZH,Limited
"Andersen, Phillips and Pena",,,Company Contacts,ZH,
Andersen-Clark,,,Company Contacts,ZH,
Andersen-Nicholson,,,Beneficial Owner,ZH,
Andersen-Reynolds,,,Company Contacts,ZH,
Andersen-Thompson,,,Beneficial Owner,ZH,
Anderson and Sons,,,Beneficial Owner,ZH,Sons
Anderson and Sons,,,Beneficial Owner,ZH,Sons
Anderson and Sons,,,Beneficial Owner,ZH,Sons
Anderson and Sons,,,Beneficial Owner,ZH,Sons
Anderson and Sons,,,Beneficial Owner,ZH,Sons
Anderson and Sons,,,Company Contacts,ZH,Sons
Anderson Group,Food and non-food products,1652887.871,Company,ZH,Group
Anderson Group,"Electric arc furnaces ( EAF), ladle refining furnaces (LF), continuous casting machines (CCM), rolling mills and melt shop auxiliary systems",9347.4958,Company,ZH,Group
Anderson Group,,,Beneficial Owner,ZH,Group
Anderson Group,,,Beneficial Owner,ZH,Group
Anderson Group,,,Beneficial Owner,ZH,Group
Anderson Group,,,Beneficial Owner,ZH,Group
Anderson Group,,,Beneficial Owner,ZH,Group
Anderson Group,,,Beneficial Owner,ZH,Group
Anderson Group,,,Company Contacts,ZH,Group
Anderson Group,,,Company Contacts,ZH,Group
Anderson Group,,,Company Contacts,ZH,Group
Anderson Group,,,Company Contacts,ZH,Group
Anderson Group,,,Company Contacts,ZH,Group
Anderson Group,,,Company Contacts,ZH,Group
Anderson Inc,,,Beneficial Owner,ZH,Inc
Anderson Inc,,,Beneficial Owner,ZH,Inc
Anderson Inc,,,Beneficial Owner,ZH,Inc
Anderson Inc,,,Beneficial Owner,ZH,Inc
Anderson Inc,,,Beneficial Owner,ZH,Inc
Anderson Inc,,,Beneficial Owner,ZH,Inc
Anderson Inc,,,Beneficial Owner,ZH,Inc
Anderson Inc,,,Beneficial Owner,ZH,Inc
Anderson Inc,,,Company Contacts,ZH,Inc
Anderson Inc,,,Company Contacts,ZH,Inc
Anderson LLC,,,Beneficial Owner,ZH,Limited
Anderson LLC,,,Beneficial Owner,ZH,Limited
Anderson LLC,,,Beneficial Owner,ZH,Limited
Anderson LLC,,,Beneficial Owner,ZH,Limited
Anderson LLC,,,Beneficial Owner,ZH,Limited
Anderson LLC,,,Company Contacts,ZH,Limited
Anderson LLC,,,Company Contacts,ZH,Limited
Anderson LLC,,,Company Contacts,ZH,Limited
Anderson Ltd,Maritime transport business,26651.5774,Company,ZH,Limited
Anderson Ltd,"Products, services, and system solutions in the areas gas measuring technology, personal protection, diving, and system technologies",,Company,ZH,Limited
Anderson Ltd,,,Beneficial Owner,ZH,Limited
Anderson Ltd,,,Beneficial Owner,ZH,Limited
Anderson Ltd,,,Beneficial Owner,ZH,Limited
Anderson Ltd,,,Beneficial Owner,ZH,Limited
Anderson Ltd,,,Company Contacts,ZH,Limited
Anderson Ltd,,,Company Contacts,ZH,Limited
Anderson Ltd,,,Company Contacts,ZH,Limited
Anderson Ltd,,,Company Contacts,ZH,Limited
Anderson PLC,,,Beneficial Owner,ZH,PLC
Anderson PLC,,,Company Contacts,ZH,PLC
Anderson PLC,,,Company Contacts,ZH,PLC
"Anderson, Adams and Simpson",,,Company Contacts,ZH,
"Anderson, Andrews and Phillips",,,Beneficial Owner,ZH,
"Anderson, Bartlett and Walsh",,,Beneficial Owner,ZH,
"Anderson, Bennett and Gutierrez",,,Beneficial Owner,ZH,
"Anderson, Berger and Bradley",,,Company Contacts,ZH,
"Anderson, Blackburn and Todd",,,Beneficial Owner,ZH,
"Anderson, Brewer and Foster",,,Beneficial Owner,ZH,
"Anderson, Burns and May",,,Beneficial Owner,ZH,
"Anderson, Camacho and Phillips",,,Company Contacts,ZH,
"Anderson, Church and Olson",,,Company,ZH,
"Anderson, Cohen and Barnett",,,Beneficial Owner,ZH,
"Anderson, Collins and Brown",,,Company Contacts,ZH,
"Anderson, Cooper and Gonzalez",,,Beneficial Owner,ZH,
"Anderson, Dean and Stone",,,Beneficial Owner,ZH,
"Anderson, Delacruz and Ochoa",,,Beneficial Owner,ZH,
"Anderson, Elliott and Bates",,,Beneficial Owner,ZH,
"Anderson, Fields and Dean",,,Company,ZH,
"Anderson, Frost and Haas",,,Company Contacts,ZH,
"Anderson, Fry and Lopez",,,Beneficial Owner,ZH,
"Anderson, Gross and Becker","Personal, home, and office accessories",18166.6728,Company,ZH,
"Anderson, Hamilton and Morgan",,,Beneficial Owner,ZH,
"Anderson, Kane and Alvarez",,,Beneficial Owner,ZH,
"Anderson, Lewis and Hudson",,,Beneficial Owner,ZH,
"Anderson, Lopez and Lucas",,,Beneficial Owner,ZH,
"Anderson, Martin and Cox",,,Beneficial Owner,ZH,
"Anderson, Mccoy and Wright",,,Company Contacts,ZH,
"Anderson, Mejia and Page",,,Beneficial Owner,ZH,
"Anderson, Montgomery and Lopez",,,Beneficial Owner,ZH,
"Anderson, Myers and Carroll",,,Beneficial Owner,ZH,
"Anderson, Newman and Terrell",,,Beneficial Owner,ZH,
"Anderson, Norris and Hebert",,,Beneficial Owner,ZH,
"Anderson, Ortiz and Gutierrez",,,Company Contacts,ZH,
"Anderson, Parsons and Cooper",,,Company Contacts,ZH,
"Anderson, Pena and Tanner",,,Beneficial Owner,ZH,
"Anderson, Phillips and Price",,,Company Contacts,ZH,
"Anderson, Ray and Barnett",,,Beneficial Owner,ZH,
"Anderson, Reed and Woods",,,Beneficial Owner,ZH,
"Anderson, Richardson and Haynes",,,Company Contacts,ZH,
"Anderson, Rivera and Beck",,5638.8905,Company,ZH,
"Anderson, Rose and Nguyen",,,Company Contacts,ZH,
"Anderson, Ross and Parks",,,Beneficial Owner,ZH,
"Anderson, Russell and Allen",Food ingredients,102724.9549,Company,ZH,
"Anderson, Sanchez and Martinez",,,Company Contacts,ZH,
"Anderson, Smith and Jones",,,Beneficial Owner,ZH,
"Anderson, Smith and Kelly",,,Beneficial Owner,ZH,
"Anderson, Smith and Smith",,,Beneficial Owner,ZH,
"Anderson, Spencer and White",,,Beneficial Owner,ZH,
"Anderson, Stephens and Robertson",,,Company Contacts,ZH,
"Anderson, Tucker and Williams",Valve,20931.2315,Company,ZH,
"Anderson, Valdez and Contreras",,,Beneficial Owner,ZH,
"Anderson, Villanueva and Mathews",,,Beneficial Owner,ZH,
"Anderson, Webster and Moore",,,Company Contacts,ZH,
"Anderson, Williams and Johnson",,,Company,ZH,
"Anderson, Williams and Ward",,,Beneficial Owner,ZH,
"Anderson, Willis and Rodriguez",,,Company Contacts,ZH,
"Anderson, Wilson and Taylor",,,Beneficial Owner,ZH,
Anderson-Anderson,,,Beneficial Owner,ZH,
Anderson-Barrera,,,Beneficial Owner,ZH,
Anderson-Campbell,,,Beneficial Owner,ZH,
Anderson-Carey,,,Beneficial Owner,ZH,
Anderson-Clark,,,Beneficial Owner,ZH,
Anderson-Cook,,,Beneficial Owner,ZH,
Anderson-Cox,,,Company Contacts,ZH,
Anderson-Cruz,,4796.6728,Company,ZH,
Anderson-Dawson,,,Beneficial Owner,ZH,
Anderson-Dickerson,,,Company Contacts,ZH,
Anderson-Evans,,,Beneficial Owner,ZH,
Anderson-Farmer,,,Company Contacts,ZH,
Anderson-Fuentes,,,Beneficial Owner,ZH,
Anderson-Garza,,,Beneficial Owner,ZH,
Anderson-George,,,Beneficial Owner,ZH,
Anderson-Gonzalez,,,Beneficial Owner,ZH,
Anderson-Green,,,Company Contacts,ZH,
Anderson-Griffin,,,Beneficial Owner,ZH,
Anderson-Henderson,,,Beneficial Owner,ZH,
Anderson-Holmes,,8368.0489,Company,ZH,
Anderson-Jackson,,,Company Contacts,ZH,
Anderson-Jones,,,Company Contacts,ZH,
Anderson-Le,,,Beneficial Owner,ZH,
Anderson-Lester,,,Company,ZH,
Anderson-Marsh,"Industrial chemicals such as adhesives, sealants, and surface treatments",33526.7005,Company,ZH,
Anderson-Nash,Casting of iron,,Company,ZH,
Anderson-Neal,,,Beneficial Owner,ZH,
Anderson-Ochoa,,,Beneficial Owner,ZH,
Anderson-Oliver,,,Company Contacts,ZH,
Anderson-Olson,Fish and fish products,35182.6742,Company,ZH,
Anderson-Oneill,,,Company Contacts,ZH,
Anderson-Orozco,,,Company Contacts,ZH,
Anderson-Page,,,Beneficial Owner,ZH,
Anderson-Ray,,,Beneficial Owner,ZH,
Anderson-Russo,,,Company,ZH,
Anderson-Sanchez,,,Beneficial Owner,ZH,
Anderson-Saunders,,,Beneficial Owner,ZH,
Anderson-Shepherd,,,Beneficial Owner,ZH,
Anderson-Simmons,,,Beneficial Owner,ZH,
Anderson-Smith,,,Beneficial Owner,ZH,
Anderson-Smith,,,Company Contacts,ZH,
Anderson-Thornton,,,Company Contacts,ZH,
Anderson-Villa,,,Beneficial Owner,ZH,
Anderson-Walls,,,Company Contacts,ZH,
Anderson-Ward,,,Beneficial Owner,ZH,
Anderson-West,,,Beneficial Owner,ZH,
Anderson-Williams,,,Company,ZH,
Anderson-Williams,,,Company Contacts,ZH,
Anderson-Wilson,,,Beneficial Owner,ZH,
Andhra Pradesh   BV Coral,,28466.6728,Company,Oceanus,BV
Andhra Pradesh   BV Marine life,E-commerce based wholesaler,6206.6728,Company,Oceanus,BV
Andhra Pradesh   CJSC Merchants,Automatic cutting systems,16680.4542,Company,Puerto Sol,CJSC
Andhra Pradesh   Corporation Holdings,"Diving monofilament, inshore hooks, inshore monofilament, fishing line, terminal tackle, trolling lure heads, trolling skirts, fishing accessories, and fish bags",23966.6728,Company,Oceanus,Co
Andhra Pradesh   Incorporated International,,12006.6728,Company,Oceanus,Inc
Andhra Pradesh   LC Cargo,Freight transportation arrangement,164666.6728,Company,Oceanus,Limited
Andhra Pradesh   Limited Liability Company,Grocery products,787121.4248,Company,Rio Isla,Limited
Andhra Pradesh   Limited Liability Company Industrial,,11026.6728,Company,Oceanus,Limited
Andhra Pradesh   Ltd. Corporation,,,Company,Utoporiana,Co
Andhra Pradesh  - Ltd. Corporation International,,50566.6728,Company,Oceanus,Co
Andhra Pradesh   Oyj Investment,,5636.6728,Company,Oceanus,Oyj
Andhra Pradesh   Pic Dredge,,,Company,Oceanus,PLC
Andhra Pradesh   Plc Cargo,,,Company,Sol y Oceana,PLC
Andhra Pradesh   S.A. de C.V.,"Specialises in manufacturing highlighters, permanent markers and ballpoint pens; Offers CD marker, roller ball pen, liquid highlighter, ball pen, paint marker and liquid highlighter; Offers computer supplies, hardware, paper products, writing and graphic supplies, storage supplies, postage and packing products, accessories, presentation and communication products, and facility products",25289.4664,Company,Marebak,S.A. de C.V.
Andhra Pradesh   S.A. de C.V.,,,Company,Marebak,S.A. de C.V.
Andhra Pradesh   Sea spray,,,Company,Kethilim,
Andhra Pradesh   Sextant Oyj Forwading,Marine fishing,409918.6728,Company,Puerto del Mar,Oyj
Andhra Pradesh   Tidal flat Pic Express,Pharmaceutical chemicals,46966.6728,Company,Oceanus,PLC
Andhra Pradesh  Ltd. Liability Co,,20266.6728,Company,Oceanus,Limited
Andhra Pradesh  N.V. Cargo,,,Company,Arvekalia,N.V.
Andhra Pradesh  OJSC Marine conservation,"Cured fish, fresh fish, fresh seafood, frozen fish, and frozen seafood",25757.5877,Company,Yggdrasonia,OJSC
Andhra Pradesh  OJSC Marine ecology,Provision of innovative and tailored logistics solutions,42301.7569,Company,Riodelsol,OJSC
Andhra Pradesh  Pic Laksa,,12046.6728,Company,Oceanus,PLC
Andhra Pradesh  Snapper LC Marine biology,,,Company,Arvekalia,Limited
Andhra Pradesh  Sp Worldwide,"Transportation of freight on all inland waterways, including the intracoastal waterways on the Atlantic and Gulf Coasts",670483.1661,Company,Utoporiana,Sp
Andrade Group,,,Company Contacts,ZH,Group
Andrade Ltd,,,Company Contacts,ZH,Limited
Andrade-Holmes,,,Beneficial Owner,ZH,
Andrews and Sons,,,Company,ZH,Sons
Andrews and Sons,,,Company Contacts,ZH,Sons
Andrews Group,,,Beneficial Owner,ZH,Group
Andrews Group,,,Company Contacts,ZH,Group
Andrews Group,,,Company Contacts,ZH,Group
Andrews Inc,,,Company Contacts,ZH,Inc
Andrews LLC,Food preparations and kindred products,72609.0062,Company,ZH,Limited
Andrews Ltd,,,Company Contacts,ZH,Limited
Andrews Ltd,,,Company Contacts,ZH,Limited
Andrews PLC,,,Beneficial Owner,ZH,PLC
Andrews PLC,,,Beneficial Owner,ZH,PLC
Andrews PLC,,,Company Contacts,ZH,PLC
"Andrews, Clayton and Castillo",,,Company Contacts,ZH,
